day_of_year,station_name,state,latitude,longitude,rainfall_24h_mm,cumulative_72h_mm,source
257,Cherrapunji (Sohra),Meghalaya,25.27,91.73,5.86,26.19,IMD_NetCDF_2025
258,Cherrapunji (Sohra),Meghalaya,25.27,91.73,18.14,41.13,IMD_NetCDF_2025
259,Cherrapunji (Sohra),Meghalaya,25.27,91.73,46.91,70.91,IMD_NetCDF_2025
260,Cherrapunji (Sohra),Meghalaya,25.27,91.73,19.05,84.1,IMD_NetCDF_2025
261,Cherrapunji (Sohra),Meghalaya,25.27,91.73,2.11,68.07,IMD_NetCDF_2025
262,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.65,21.81,IMD_NetCDF_2025
263,Cherrapunji (Sohra),Meghalaya,25.27,91.73,41.21,43.97,IMD_NetCDF_2025
264,Cherrapunji (Sohra),Meghalaya,25.27,91.73,1.42,43.27,IMD_NetCDF_2025
265,Cherrapunji (Sohra),Meghalaya,25.27,91.73,5.81,48.43,IMD_NetCDF_2025
266,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,7.22,IMD_NetCDF_2025
267,Cherrapunji (Sohra),Meghalaya,25.27,91.73,5.17,10.98,IMD_NetCDF_2025
268,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.26,5.43,IMD_NetCDF_2025
269,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,5.43,IMD_NetCDF_2025
270,Cherrapunji (Sohra),Meghalaya,25.27,91.73,3.08,3.35,IMD_NetCDF_2025
271,Cherrapunji (Sohra),Meghalaya,25.27,91.73,1.82,4.91,IMD_NetCDF_2025
272,Cherrapunji (Sohra),Meghalaya,25.27,91.73,7.37,12.27,IMD_NetCDF_2025
273,Cherrapunji (Sohra),Meghalaya,25.27,91.73,2.3,11.49,IMD_NetCDF_2025
274,Cherrapunji (Sohra),Meghalaya,25.27,91.73,2.74,12.4,IMD_NetCDF_2025
275,Cherrapunji (Sohra),Meghalaya,25.27,91.73,8.43,13.46,IMD_NetCDF_2025
276,Cherrapunji (Sohra),Meghalaya,25.27,91.73,55.05,66.22,IMD_NetCDF_2025
277,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,63.48,IMD_NetCDF_2025
278,Cherrapunji (Sohra),Meghalaya,25.27,91.73,42.37,97.42,IMD_NetCDF_2025
279,Cherrapunji (Sohra),Meghalaya,25.27,91.73,7.6,49.97,IMD_NetCDF_2025
280,Cherrapunji (Sohra),Meghalaya,25.27,91.73,9.4,59.37,IMD_NetCDF_2025
281,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.93,17.94,IMD_NetCDF_2025
282,Cherrapunji (Sohra),Meghalaya,25.27,91.73,10.19,20.52,IMD_NetCDF_2025
283,Cherrapunji (Sohra),Meghalaya,25.27,91.73,25.72,36.84,IMD_NetCDF_2025
284,Cherrapunji (Sohra),Meghalaya,25.27,91.73,23.34,59.25,IMD_NetCDF_2025
285,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.42,49.48,IMD_NetCDF_2025
286,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,23.76,IMD_NetCDF_2025
287,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.12,0.54,IMD_NetCDF_2025
288,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.12,IMD_NetCDF_2025
289,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.12,IMD_NetCDF_2025
290,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
291,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
292,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
293,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
294,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
295,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
296,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
297,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
298,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
299,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
300,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
301,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
302,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
303,Cherrapunji (Sohra),Meghalaya,25.27,91.73,21.27,21.27,IMD_NetCDF_2025
304,Cherrapunji (Sohra),Meghalaya,25.27,91.73,10.0,31.26,IMD_NetCDF_2025
305,Cherrapunji (Sohra),Meghalaya,25.27,91.73,1.4,32.66,IMD_NetCDF_2025
306,Cherrapunji (Sohra),Meghalaya,25.27,91.73,13.08,24.48,IMD_NetCDF_2025
307,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.29,14.77,IMD_NetCDF_2025
308,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,13.37,IMD_NetCDF_2025
309,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.29,IMD_NetCDF_2025
310,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.22,0.22,IMD_NetCDF_2025
311,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.22,IMD_NetCDF_2025
312,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.22,IMD_NetCDF_2025
313,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
314,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
315,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
316,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
317,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
318,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
319,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
320,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
321,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
322,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
323,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
324,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
325,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
326,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
327,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
328,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
329,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
330,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
331,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
332,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
333,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
334,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
335,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
336,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
337,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
338,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
339,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
340,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
341,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
342,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
343,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
344,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
345,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
346,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
347,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
348,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
349,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
350,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
351,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
352,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
353,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
354,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
355,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.15,0.15,IMD_NetCDF_2025
356,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.15,IMD_NetCDF_2025
357,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.15,IMD_NetCDF_2025
358,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
359,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
360,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
361,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
362,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
363,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
364,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
365,Cherrapunji (Sohra),Meghalaya,25.27,91.73,0.0,0.0,IMD_NetCDF_2025
1,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
2,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
3,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
4,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
5,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
6,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
7,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
8,East Sikkim (Gangtok),Sikkim,27.33,88.61,5.35,5.35,IMD_NetCDF_2025
9,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,5.35,IMD_NetCDF_2025
10,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,5.35,IMD_NetCDF_2025
11,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
12,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
13,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
14,East Sikkim (Gangtok),Sikkim,27.33,88.61,2.2,2.2,IMD_NetCDF_2025
15,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,2.2,IMD_NetCDF_2025
16,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,2.2,IMD_NetCDF_2025
17,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
18,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
19,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
20,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
21,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
22,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
23,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
24,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
25,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
26,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.41,0.41,IMD_NetCDF_2025
27,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.41,IMD_NetCDF_2025
28,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.41,IMD_NetCDF_2025
29,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.35,0.35,IMD_NetCDF_2025
30,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.35,IMD_NetCDF_2025
31,East Sikkim (Gangtok),Sikkim,27.33,88.61,1.08,1.44,IMD_NetCDF_2025
32,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,1.08,IMD_NetCDF_2025
33,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,1.08,IMD_NetCDF_2025
34,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
35,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
36,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
37,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.12,0.12,IMD_NetCDF_2025
38,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.12,IMD_NetCDF_2025
39,East Sikkim (Gangtok),Sikkim,27.33,88.61,2.07,2.19,IMD_NetCDF_2025
40,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,2.07,IMD_NetCDF_2025
41,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,2.07,IMD_NetCDF_2025
42,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.24,0.24,IMD_NetCDF_2025
43,East Sikkim (Gangtok),Sikkim,27.33,88.61,1.84,2.08,IMD_NetCDF_2025
44,East Sikkim (Gangtok),Sikkim,27.33,88.61,2.21,4.29,IMD_NetCDF_2025
45,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.46,4.52,IMD_NetCDF_2025
46,East Sikkim (Gangtok),Sikkim,27.33,88.61,9.35,12.02,IMD_NetCDF_2025
47,East Sikkim (Gangtok),Sikkim,27.33,88.61,16.54,26.35,IMD_NetCDF_2025
48,East Sikkim (Gangtok),Sikkim,27.33,88.61,1.01,26.9,IMD_NetCDF_2025
49,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.16,17.71,IMD_NetCDF_2025
50,East Sikkim (Gangtok),Sikkim,27.33,88.61,3.04,4.21,IMD_NetCDF_2025
51,East Sikkim (Gangtok),Sikkim,27.33,88.61,1.88,5.09,IMD_NetCDF_2025
52,East Sikkim (Gangtok),Sikkim,27.33,88.61,5.5,10.43,IMD_NetCDF_2025
53,East Sikkim (Gangtok),Sikkim,27.33,88.61,8.8,16.18,IMD_NetCDF_2025
54,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.51,14.81,IMD_NetCDF_2025
55,East Sikkim (Gangtok),Sikkim,27.33,88.61,5.66,14.97,IMD_NetCDF_2025
56,East Sikkim (Gangtok),Sikkim,27.33,88.61,7.65,13.83,IMD_NetCDF_2025
57,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,13.31,IMD_NetCDF_2025
58,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,7.65,IMD_NetCDF_2025
59,East Sikkim (Gangtok),Sikkim,27.33,88.61,3.62,3.62,IMD_NetCDF_2025
60,East Sikkim (Gangtok),Sikkim,27.33,88.61,3.12,6.74,IMD_NetCDF_2025
61,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.96,7.7,IMD_NetCDF_2025
62,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,4.08,IMD_NetCDF_2025
63,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.96,IMD_NetCDF_2025
64,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
65,East Sikkim (Gangtok),Sikkim,27.33,88.61,1.67,1.67,IMD_NetCDF_2025
66,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.17,1.84,IMD_NetCDF_2025
67,East Sikkim (Gangtok),Sikkim,27.33,88.61,4.78,6.62,IMD_NetCDF_2025
68,East Sikkim (Gangtok),Sikkim,27.33,88.61,9.17,14.12,IMD_NetCDF_2025
69,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,13.95,IMD_NetCDF_2025
70,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.8,9.96,IMD_NetCDF_2025
71,East Sikkim (Gangtok),Sikkim,27.33,88.61,3.51,4.3,IMD_NetCDF_2025
72,East Sikkim (Gangtok),Sikkim,27.33,88.61,10.19,14.49,IMD_NetCDF_2025
73,East Sikkim (Gangtok),Sikkim,27.33,88.61,28.38,42.08,IMD_NetCDF_2025
74,East Sikkim (Gangtok),Sikkim,27.33,88.61,12.73,51.3,IMD_NetCDF_2025
75,East Sikkim (Gangtok),Sikkim,27.33,88.61,7.65,48.77,IMD_NetCDF_2025
76,East Sikkim (Gangtok),Sikkim,27.33,88.61,10.32,30.71,IMD_NetCDF_2025
77,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,17.98,IMD_NetCDF_2025
78,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,10.32,IMD_NetCDF_2025
79,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
80,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
81,East Sikkim (Gangtok),Sikkim,27.33,88.61,1.67,1.67,IMD_NetCDF_2025
82,East Sikkim (Gangtok),Sikkim,27.33,88.61,3.92,5.59,IMD_NetCDF_2025
83,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.36,5.94,IMD_NetCDF_2025
84,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,4.27,IMD_NetCDF_2025
85,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.36,IMD_NetCDF_2025
86,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
87,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
88,East Sikkim (Gangtok),Sikkim,27.33,88.61,7.54,7.54,IMD_NetCDF_2025
89,East Sikkim (Gangtok),Sikkim,27.33,88.61,14.73,22.27,IMD_NetCDF_2025
90,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,22.27,IMD_NetCDF_2025
91,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,14.73,IMD_NetCDF_2025
92,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
93,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
94,East Sikkim (Gangtok),Sikkim,27.33,88.61,2.75,2.75,IMD_NetCDF_2025
95,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,2.75,IMD_NetCDF_2025
96,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,2.75,IMD_NetCDF_2025
97,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,0.0,IMD_NetCDF_2025
98,East Sikkim (Gangtok),Sikkim,27.33,88.61,9.47,9.47,IMD_NetCDF_2025
99,East Sikkim (Gangtok),Sikkim,27.33,88.61,7.14,16.61,IMD_NetCDF_2025
100,East Sikkim (Gangtok),Sikkim,27.33,88.61,9.44,26.05,IMD_NetCDF_2025
101,East Sikkim (Gangtok),Sikkim,27.33,88.61,8.74,25.32,IMD_NetCDF_2025
102,East Sikkim (Gangtok),Sikkim,27.33,88.61,5.32,23.5,IMD_NetCDF_2025
103,East Sikkim (Gangtok),Sikkim,27.33,88.61,23.15,37.21,IMD_NetCDF_2025
104,East Sikkim (Gangtok),Sikkim,27.33,88.61,4.05,32.52,IMD_NetCDF_2025
105,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,27.2,IMD_NetCDF_2025
106,East Sikkim (Gangtok),Sikkim,27.33,88.61,6.01,10.05,IMD_NetCDF_2025
107,East Sikkim (Gangtok),Sikkim,27.33,88.61,12.75,18.76,IMD_NetCDF_2025
108,East Sikkim (Gangtok),Sikkim,27.33,88.61,16.65,35.41,IMD_NetCDF_2025
109,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,29.4,IMD_NetCDF_2025
110,East Sikkim (Gangtok),Sikkim,27.33,88.61,1.49,18.14,IMD_NetCDF_2025
111,East Sikkim (Gangtok),Sikkim,27.33,88.61,1.1,2.59,IMD_NetCDF_2025
112,East Sikkim (Gangtok),Sikkim,27.33,88.61,46.89,49.48,IMD_NetCDF_2025
113,East Sikkim (Gangtok),Sikkim,27.33,88.61,11.32,59.31,IMD_NetCDF_2025
114,East Sikkim (Gangtok),Sikkim,27.33,88.61,18.29,76.51,IMD_NetCDF_2025
115,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,29.62,IMD_NetCDF_2025
116,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.53,18.83,IMD_NetCDF_2025
117,East Sikkim (Gangtok),Sikkim,27.33,88.61,8.74,9.27,IMD_NetCDF_2025
118,East Sikkim (Gangtok),Sikkim,27.33,88.61,29.33,38.61,IMD_NetCDF_2025
119,East Sikkim (Gangtok),Sikkim,27.33,88.61,9.41,47.49,IMD_NetCDF_2025
120,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.84,39.59,IMD_NetCDF_2025
121,East Sikkim (Gangtok),Sikkim,27.33,88.61,9.92,20.18,IMD_NetCDF_2025
122,East Sikkim (Gangtok),Sikkim,27.33,88.61,4.19,14.96,IMD_NetCDF_2025
123,East Sikkim (Gangtok),Sikkim,27.33,88.61,6.79,20.91,IMD_NetCDF_2025
124,East Sikkim (Gangtok),Sikkim,27.33,88.61,1.42,12.41,IMD_NetCDF_2025
125,East Sikkim (Gangtok),Sikkim,27.33,88.61,15.13,23.34,IMD_NetCDF_2025
126,East Sikkim (Gangtok),Sikkim,27.33,88.61,7.25,23.8,IMD_NetCDF_2025
127,East Sikkim (Gangtok),Sikkim,27.33,88.61,16.83,39.21,IMD_NetCDF_2025
128,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,24.08,IMD_NetCDF_2025
129,East Sikkim (Gangtok),Sikkim,27.33,88.61,9.36,26.19,IMD_NetCDF_2025
130,East Sikkim (Gangtok),Sikkim,27.33,88.61,21.05,30.41,IMD_NetCDF_2025
131,East Sikkim (Gangtok),Sikkim,27.33,88.61,7.54,37.95,IMD_NetCDF_2025
132,East Sikkim (Gangtok),Sikkim,27.33,88.61,25.63,54.22,IMD_NetCDF_2025
133,East Sikkim (Gangtok),Sikkim,27.33,88.61,47.14,80.31,IMD_NetCDF_2025
134,East Sikkim (Gangtok),Sikkim,27.33,88.61,9.33,82.1,IMD_NetCDF_2025
135,East Sikkim (Gangtok),Sikkim,27.33,88.61,16.36,72.83,IMD_NetCDF_2025
136,East Sikkim (Gangtok),Sikkim,27.33,88.61,23.42,49.11,IMD_NetCDF_2025
137,East Sikkim (Gangtok),Sikkim,27.33,88.61,18.71,58.49,IMD_NetCDF_2025
138,East Sikkim (Gangtok),Sikkim,27.33,88.61,3.37,45.5,IMD_NetCDF_2025
139,East Sikkim (Gangtok),Sikkim,27.33,88.61,22.91,44.99,IMD_NetCDF_2025
140,East Sikkim (Gangtok),Sikkim,27.33,88.61,2.68,28.95,IMD_NetCDF_2025
141,East Sikkim (Gangtok),Sikkim,27.33,88.61,60.77,86.35,IMD_NetCDF_2025
142,East Sikkim (Gangtok),Sikkim,27.33,88.61,3.15,66.59,IMD_NetCDF_2025
143,East Sikkim (Gangtok),Sikkim,27.33,88.61,1.27,65.19,IMD_NetCDF_2025
144,East Sikkim (Gangtok),Sikkim,27.33,88.61,16.31,20.72,IMD_NetCDF_2025
145,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.37,17.95,IMD_NetCDF_2025
146,East Sikkim (Gangtok),Sikkim,27.33,88.61,2.8,19.48,IMD_NetCDF_2025
147,East Sikkim (Gangtok),Sikkim,27.33,88.61,3.12,6.29,IMD_NetCDF_2025
148,East Sikkim (Gangtok),Sikkim,27.33,88.61,3.34,9.26,IMD_NetCDF_2025
149,East Sikkim (Gangtok),Sikkim,27.33,88.61,24.81,31.27,IMD_NetCDF_2025
150,East Sikkim (Gangtok),Sikkim,27.33,88.61,12.67,40.82,IMD_NetCDF_2025
151,East Sikkim (Gangtok),Sikkim,27.33,88.61,14.05,51.52,IMD_NetCDF_2025
152,East Sikkim (Gangtok),Sikkim,27.33,88.61,7.58,34.29,IMD_NetCDF_2025
153,East Sikkim (Gangtok),Sikkim,27.33,88.61,22.28,43.9,IMD_NetCDF_2025
154,East Sikkim (Gangtok),Sikkim,27.33,88.61,5.26,35.12,IMD_NetCDF_2025
155,East Sikkim (Gangtok),Sikkim,27.33,88.61,9.88,37.43,IMD_NetCDF_2025
156,East Sikkim (Gangtok),Sikkim,27.33,88.61,16.35,31.49,IMD_NetCDF_2025
157,East Sikkim (Gangtok),Sikkim,27.33,88.61,7.1,33.33,IMD_NetCDF_2025
158,East Sikkim (Gangtok),Sikkim,27.33,88.61,4.06,27.51,IMD_NetCDF_2025
159,East Sikkim (Gangtok),Sikkim,27.33,88.61,16.77,27.93,IMD_NetCDF_2025
160,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,20.83,IMD_NetCDF_2025
161,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,16.77,IMD_NetCDF_2025
162,East Sikkim (Gangtok),Sikkim,27.33,88.61,13.52,13.52,IMD_NetCDF_2025
163,East Sikkim (Gangtok),Sikkim,27.33,88.61,1.29,14.81,IMD_NetCDF_2025
164,East Sikkim (Gangtok),Sikkim,27.33,88.61,3.36,18.17,IMD_NetCDF_2025
165,East Sikkim (Gangtok),Sikkim,27.33,88.61,0.0,4.65,IMD_NetCDF_2025
166,East Sikkim (Gangtok),Sikkim,27.33,88.61,20.09,23.45,IMD_NetCDF_2025
167,East Sikkim (Gangtok),Sikkim,27.33,88.61,6.12,26.21,IMD_NetCDF_2025
